miRNA, /usr/local/miRge/miRge.samples/human_s1.fastq, /usr/local/miRge/miRge.samples/human_s2.fastq
hsa-miR-487a-3p, 0, 8.9087388789243
hsa-miR-487a-5p, 0, 0
hsa-miR-487b-3p, 0, 124.72234430494
hsa-miR-487b-5p, 0, 0
hsa-miR-488-3p, 0, 0
hsa-miR-488-5p, 0, 0
hsa-miR-489-3p, 14.0773692212399, 0
hsa-miR-489-5p, 0, 0
hsa-miR-490-3p, 0, 32.6653758893891
hsa-miR-490-5p, 0, 0
hsa-miR-491-3p, 0, 0
hsa-miR-491-5p, 0, 0
hsa-miR-492, 0, 0
hsa-miR-493-3p, 0, 353.379975530664
hsa-miR-493-5p, 0, 302.897121883426
hsa-miR-494-3p, 0, 11.8783185052324
hsa-miR-494-5p, 0, 0
hsa-miR-495-3p, 0, 0
hsa-miR-495-5p, 0, 0
hsa-miR-496, 0, 0
hsa-miR-497-3p, 0, 0
hsa-miR-497-5p, 21.1160538318599, 118.783185052324
hsa-miR-498, 0, 0
hsa-miR-4999-3p, 0, 0
hsa-miR-4999-5p, 0, 0
hsa-miR-499a-3p, 0, 0
hsa-miR-499a-5p, 0, 0
hsa-miR-499b-5p, 0, 0
hsa-miR-5000-3p, 0, 0
hsa-miR-5000-5p, 0, 0
hsa-miR-5001-3p, 0, 0
hsa-miR-5001-5p, 0, 0
hsa-miR-5002-3p, 0, 0
hsa-miR-5002-5p, 0, 0
hsa-miR-5003-3p, 0, 0
hsa-miR-5003-5p, 0, 0
hsa-miR-5004-3p, 0, 0
hsa-miR-5004-5p, 0, 0
hsa-miR-5006-3p, 0, 0
hsa-miR-5006-5p, 0, 0
hsa-miR-5007-3p, 0, 0
hsa-miR-5007-5p, 0, 0
hsa-miR-5008-3p, 0, 0
hsa-miR-5008-5p, 0, 0
hsa-miR-5009-3p, 0, 0
hsa-miR-5009-5p, 0, 0
hsa-miR-500a-3p, 168.928430654879, 341.501657025431
hsa-miR-500a-5p, 0, 0
hsa-miR-500b-3p, 0, 0
hsa-miR-500b-5p, 0, 0
hsa-miR-501-3p, 49.2707922743398, 56.4220128998539
hsa-miR-501-5p, 0, 0
hsa-miR-5010-3p, 0, 0
hsa-miR-5010-5p, 0, 0
hsa-miR-5011-3p, 0, 0
hsa-miR-5011-5p, 0, 0
hsa-miR-502-3p, 35.1934230530998, 26.7262166367729
hsa-miR-502-5p, 0, 0
hsa-miR-503-3p, 0, 0
hsa-miR-503-5p, 0, 29.695796263081
hsa-miR-504-3p, 0, 0
hsa-miR-504-5p, 0, 11.8783185052324
hsa-miR-5047, 0, 0
hsa-miR-505-3p, 0, 26.7262166367729
hsa-miR-505-5p, 0, 0
hsa-miR-506-3p, 0, 0
hsa-miR-506-5p, 0, 0
hsa-miR-507, 0, 0
hsa-miR-508-3p, 0, 0
hsa-miR-508-5p, 0, 0
hsa-miR-5087, 0, 0
hsa-miR-5088-3p, 0, 0
hsa-miR-5088-5p, 0, 0
hsa-miR-5089-3p, 0, 0
hsa-miR-5089-5p, 0, 0
hsa-miR-509-3-5p, 0, 0
hsa-miR-509-3p, 0, 0
hsa-miR-509-5p, 0, 0
hsa-miR-5090, 0, 0
hsa-miR-5091, 0, 0
hsa-miR-5092, 0, 0
hsa-miR-5093, 0, 0
hsa-miR-5094, 0, 0
hsa-miR-5095, 0, 0
hsa-miR-5096, 49.2707922743398, 0
hsa-miR-510-3p, 0, 0
hsa-miR-510-5p, 0, 0
hsa-miR-5100, 0, 0
hsa-miR-511-3p, 0, 0
hsa-miR-511-5p, 0, 0
hsa-miR-512-3p, 0, 0
hsa-miR-512-5p, 0, 0
hsa-miR-513a-3p, 0, 0
hsa-miR-513a-5p, 0, 0
hsa-miR-513b-3p, 0, 0
hsa-miR-513b-5p, 0, 0
hsa-miR-513c-3p, 0, 0
hsa-miR-513c-5p, 0, 0
hsa-miR-514a-3p, 0, 0
hsa-miR-514a-5p, 0, 0
hsa-miR-514b-3p, 0, 0
hsa-miR-514b-5p, 0, 0
hsa-miR-515-3p, 0, 0
hsa-miR-515-5p, 0, 0
hsa-miR-516a-3p, 0, 0
hsa-miR-516a-5p, 0, 0
hsa-miR-516b-5p, 0, 0
hsa-miR-517-5p, 0, 0
hsa-miR-517a-3p, 0, 0
hsa-miR-517b-3p, 0, 0
hsa-miR-517c-3p, 0, 0
hsa-miR-5186, 0, 0
hsa-miR-5187-3p, 0, 0
hsa-miR-5187-5p, 0, 0
hsa-miR-5188, 0, 0
hsa-miR-5189-3p, 0, 0
hsa-miR-5189-5p, 0, 0
hsa-miR-518a-3p, 0, 0
hsa-miR-518a-5p, 0, 0
hsa-miR-518b, 0, 0
hsa-miR-518c-3p, 0, 0
hsa-miR-518c-5p, 0, 0
hsa-miR-518d-5p, 0, 0
hsa-miR-518e-3p, 0, 0
hsa-miR-518e-5p, 0, 0
hsa-miR-518f-3p, 0, 0
hsa-miR-518f-5p, 0, 0
hsa-miR-5190, 0, 0
hsa-miR-5191, 0, 0
hsa-miR-5192, 0, 0
hsa-miR-5193, 0, 0
hsa-miR-5194, 0, 0
hsa-miR-5195-3p, 0, 0
hsa-miR-5195-5p, 0, 0
hsa-miR-5196-3p, 0, 0
hsa-miR-5196-5p, 0, 0
hsa-miR-5197-3p, 0, 0
hsa-miR-5197-5p, 0, 0
hsa-miR-519a-3p, 0, 0
hsa-miR-519a-5p, 0, 0
hsa-miR-519b-3p, 0, 0
hsa-miR-519b-5p, 0, 0
hsa-miR-519c-3p, 0, 0
hsa-miR-519c-5p, 0, 0
hsa-miR-519d-5p, 0, 0
hsa-miR-519e-3p, 0, 0
hsa-miR-519e-5p, 0, 0
hsa-miR-520a-3p, 0, 0
hsa-miR-520a-5p, 0, 0
hsa-miR-520b, 0, 0
hsa-miR-520c-3p, 0, 0
hsa-miR-520c-5p, 0, 0
hsa-miR-520d-3p, 0, 0
hsa-miR-520d-5p, 0, 0
hsa-miR-520e, 0, 0
hsa-miR-520f-3p, 0, 0
hsa-miR-520f-5p, 0, 0
hsa-miR-520g-3p, 0, 0
hsa-miR-520g-5p, 0, 0
hsa-miR-520h, 0, 0
hsa-miR-521, 0, 0
hsa-miR-522-3p, 0, 0
hsa-miR-522-5p, 0, 0
hsa-miR-523-3p, 0, 0
hsa-miR-523-5p, 0, 0
hsa-miR-524-3p, 0, 0
hsa-miR-524-5p, 0, 0
hsa-miR-525-3p, 0, 0
hsa-miR-525-5p, 0, 0
hsa-miR-526a, 0, 0
hsa-miR-526b-3p, 0, 0
hsa-miR-526b-5p, 0, 0
hsa-miR-527, 0, 0
hsa-miR-532-3p, 49.2707922743398, 11.8783185052324
hsa-miR-532-5p, 499.746607354018, 329.623338520199
hsa-miR-539-3p, 0, 77.2090702840106
hsa-miR-539-5p, 0, 0
hsa-miR-541-3p, 0, 0
hsa-miR-541-5p, 0, 0
hsa-miR-542-3p, 0, 44.5436943946215
hsa-miR-542-5p, 0, 5.9391592526162
hsa-miR-543, 0, 17.8174777578486
hsa-miR-544a, 0, 0
hsa-miR-544b, 0, 0
hsa-miR-545-3p, 0, 0
hsa-miR-545-5p, 0, 0
hsa-miR-548-3p, 0, 0
hsa-miR-548a, 0, 0
hsa-miR-548a-3p, 0, 0
hsa-miR-548a-5p, 0, 0
hsa-miR-548ab, 0, 0
hsa-miR-548ac, 0, 0
hsa-miR-548ad-3p, 0, 0
hsa-miR-548ad-5p, 0, 0
hsa-miR-548ae-3p, 0, 0
hsa-miR-548ae-5p, 0, 0
hsa-miR-548ag, 0, 0
hsa-miR-548ah-3p, 0, 0
hsa-miR-548ah-5p, 0, 0
hsa-miR-548ai, 0, 0
hsa-miR-548aj-3p, 0, 0
hsa-miR-548aj-5p, 0, 0
hsa-miR-548al, 0, 0
hsa-miR-548am-3p, 0, 0
hsa-miR-548an, 0, 0
hsa-miR-548ao-3p, 0, 0
hsa-miR-548ao-5p, 0, 0
hsa-miR-548ap-3p/548t-3p/548aa, 0, 0
hsa-miR-548ap-5p/548j-5p, 0, 0
hsa-miR-548aq-3p, 0, 0
hsa-miR-548aq-5p, 0, 0
hsa-miR-548ar-3p, 0, 0
hsa-miR-548ar-5p, 0, 0
hsa-miR-548as-3p, 0, 0
hsa-miR-548as-5p, 0, 0
hsa-miR-548at-3p, 0, 0
hsa-miR-548at-5p, 0, 0
hsa-miR-548au-3p, 0, 0
hsa-miR-548au-5p/548c-5p/548o-5p/548am-5p, 0, 14.8478981315405
hsa-miR-548av-3p, 0, 0
hsa-miR-548av-5p/548k, 28.1547384424799, 29.695796263081
hsa-miR-548aw, 0, 0
hsa-miR-548ay-3p, 0, 0
hsa-miR-548ay-5p, 0, 0
hsa-miR-548az-3p, 0, 0
hsa-miR-548az-5p, 0, 0
hsa-miR-548b-3p, 0, 0
hsa-miR-548b-5p, 0, 0
hsa-miR-548ba, 0, 0
hsa-miR-548bb-3p, 0, 0
hsa-miR-548bb-5p, 0, 0
hsa-miR-548c-3p, 0, 0
hsa-miR-548d-3p, 0, 0
hsa-miR-548d-5p, 0, 23.7566370104648
hsa-miR-548e-3p, 0, 0
hsa-miR-548e-5p, 0, 0
hsa-miR-548f-3p, 0, 0
hsa-miR-548f-5p, 0, 0
hsa-miR-548g-3p, 0, 0
hsa-miR-548g-5p, 0, 0
hsa-miR-548h-3p, 0, 0
hsa-miR-548h-5p, 0, 14.8478981315405
hsa-miR-548i, 0, 0
hsa-miR-548j-3p, 0, 0
hsa-miR-548l, 0, 0
hsa-miR-548m, 0, 0
hsa-miR-548n, 0, 0
hsa-miR-548o-3p, 0, 11.8783185052324
hsa-miR-548p, 0, 0
hsa-miR-548q, 0, 0
hsa-miR-548s, 0, 0
hsa-miR-548t-5p, 0, 0
hsa-miR-548u, 0, 0
hsa-miR-548v, 0, 0
hsa-miR-548x-5p, 0, 0
hsa-miR-548y, 0, 0
hsa-miR-548z, 0, 0
hsa-miR-549a, 0, 95.0265480418592
hsa-miR-550a-3-5p, 0, 0
hsa-miR-550a-3p, 0, 5.9391592526162
hsa-miR-550a-5p, 0, 11.8783185052324
hsa-miR-550b-2-5p, 0, 0
hsa-miR-550b-3p, 0, 0
hsa-miR-551a, 0, 0
hsa-miR-551b-3p, 0, 0
hsa-miR-551b-5p, 0, 0
hsa-miR-552-3p, 0, 0
hsa-miR-552-5p, 0, 0
hsa-miR-553, 0, 0
hsa-miR-554, 0, 0
hsa-miR-555, 0, 0
hsa-miR-556-3p, 0, 0
hsa-miR-556-5p, 0, 0
hsa-miR-557, 0, 0
hsa-miR-5571-3p, 0, 0
hsa-miR-5571-5p, 0, 0
hsa-miR-5572, 0, 0
hsa-miR-5579-3p, 0, 0
hsa-miR-5579-5p, 0, 0
hsa-miR-558, 0, 0
hsa-miR-5580-3p, 0, 0
hsa-miR-5580-5p, 0, 0
hsa-miR-5581-3p, 0, 0
hsa-miR-5581-5p, 0, 0
hsa-miR-5582-3p, 0, 0
hsa-miR-5582-5p, 0, 0
hsa-miR-5583-3p, 0, 0
hsa-miR-5583-5p, 0, 0
hsa-miR-5584-3p, 0, 0
hsa-miR-5584-5p, 0, 0
hsa-miR-5585-3p, 0, 0
hsa-miR-5585-5p, 0, 0
hsa-miR-5586-3p, 0, 0
hsa-miR-5586-5p, 0, 0
hsa-miR-5587-3p, 0, 0
hsa-miR-5587-5p, 0, 0
hsa-miR-5588-5p, 0, 0
hsa-miR-5589-3p, 0, 0
hsa-miR-5589-5p, 0, 0
hsa-miR-559, 0, 0
hsa-miR-5590-3p, 0, 0
hsa-miR-5590-5p, 0, 0
hsa-miR-5591-3p, 0, 0
hsa-miR-5591-5p, 0, 0
hsa-miR-561-3p, 0, 0
hsa-miR-561-5p, 0, 32.6653758893891
hsa-miR-562, 0, 0
hsa-miR-563, 0, 0
hsa-miR-564, 0, 0
hsa-miR-566, 0, 0
hsa-miR-567, 0, 0
hsa-miR-5680, 0, 0
hsa-miR-5681a, 0, 0
hsa-miR-5681b, 0, 0
hsa-miR-5682, 0, 0
hsa-miR-5683, 0, 0
hsa-miR-5684, 0, 0
hsa-miR-5685, 0, 0
hsa-miR-5687, 0, 0
hsa-miR-5688, 0, 0
hsa-miR-5689, 0, 0
hsa-miR-569, 0, 0
hsa-miR-5690, 0, 0
hsa-miR-5691, 0, 0
hsa-miR-5692a, 0, 0
hsa-miR-5692b, 0, 0
hsa-miR-5692c, 0, 0
hsa-miR-5693, 0, 0
hsa-miR-5694, 0, 0
hsa-miR-5695, 0, 0
hsa-miR-5696, 0, 0
hsa-miR-5697, 0, 0
hsa-miR-5698, 0, 0
hsa-miR-5699-3p, 0, 0
hsa-miR-5699-5p, 0, 0
hsa-miR-570-3p, 0, 0
hsa-miR-570-5p, 0, 0
hsa-miR-5700, 0, 0
hsa-miR-5701, 0, 0
hsa-miR-5702, 0, 0
hsa-miR-5703, 0, 0
hsa-miR-5704, 0, 0
hsa-miR-5705, 0, 0
hsa-miR-5706, 0, 0
hsa-miR-5707, 0, 0
hsa-miR-5708, 0, 0
hsa-miR-571, 0, 0
hsa-miR-572, 0, 0
hsa-miR-573, 0, 0
hsa-miR-5739, 0, 0
hsa-miR-574-3p, 197.083169097359, 484.04147908822
hsa-miR-574-5p, 77.4255307168196, 219.748892346799
hsa-miR-575, 0, 0
hsa-miR-576-3p, 28.1547384424799, 32.6653758893891
hsa-miR-576-5p, 21.1160538318599, 23.7566370104648
hsa-miR-577, 161.889746044259, 0
hsa-miR-578, 0, 0
hsa-miR-5787, 0, 0
hsa-miR-579-3p, 0, 0
hsa-miR-579-5p, 0, 0
hsa-miR-580-3p, 0, 0
hsa-miR-580-5p, 0, 0
hsa-miR-582-3p, 0, 0
hsa-miR-582-5p, 0, 0
hsa-miR-583, 0, 0
hsa-miR-584-3p, 0, 0
hsa-miR-584-5p, 35.1934230530998, 59.391592526162
hsa-miR-585-3p, 0, 0
hsa-miR-585-5p, 0, 0
hsa-miR-586, 0, 0
hsa-miR-587, 0, 0
hsa-miR-588, 0, 0
hsa-miR-589-3p, 0, 0
hsa-miR-589-5p, 21.1160538318599, 112.844025799708
hsa-miR-590-3p, 0, 35.6349555156972
hsa-miR-590-5p, 0, 0
hsa-miR-591, 0, 0
hsa-miR-592, 35.1934230530998, 0
hsa-miR-593-3p, 0, 0
hsa-miR-593-5p, 0, 0
hsa-miR-595, 0, 0
hsa-miR-596, 0, 0
hsa-miR-597-3p, 0, 0
hsa-miR-597-5p, 0, 0
hsa-miR-598-3p, 21.1160538318599, 0
hsa-miR-598-5p, 0, 0
hsa-miR-599, 0, 0
hsa-miR-600, 0, 0
hsa-miR-601, 0, 0
hsa-miR-602, 0, 0
hsa-miR-603, 0, 0
hsa-miR-604, 0, 0
hsa-miR-605-3p, 0, 0
hsa-miR-606, 0, 0
hsa-miR-6068, 0, 0
hsa-miR-6069, 0, 0
hsa-miR-607, 0, 0
hsa-miR-6070, 0, 0
hsa-miR-6071, 0, 0
hsa-miR-6072, 0, 0
hsa-miR-6073, 0, 0
hsa-miR-6074, 0, 0
hsa-miR-6075, 0, 0
hsa-miR-6076, 0, 0
hsa-miR-6077, 0, 0
hsa-miR-6078, 0, 0
hsa-miR-6079, 0, 0
hsa-miR-608, 0, 0
hsa-miR-6080, 0, 0
hsa-miR-6081, 0, 0
hsa-miR-6082, 0, 0
hsa-miR-6083, 0, 0
hsa-miR-6084, 0, 0
hsa-miR-6085, 0, 0
hsa-miR-6086, 0, 0
hsa-miR-6087, 77.4255307168196, 0
hsa-miR-6088, 0, 0
hsa-miR-6089, 0, 0
hsa-miR-609, 0, 0
hsa-miR-6090, 0, 0
hsa-miR-610, 0, 0
hsa-miR-611, 0, 0
hsa-miR-612, 0, 0
hsa-miR-6124, 0, 0
hsa-miR-6125, 0, 0
hsa-miR-6126, 0, 0
hsa-miR-6127, 0, 0
hsa-miR-6128, 0, 0
hsa-miR-6129, 0, 0
hsa-miR-613, 0, 0
hsa-miR-6130, 0, 0
hsa-miR-6131, 0, 0
hsa-miR-6132, 0, 0
hsa-miR-6133, 0, 0
hsa-miR-6134, 0, 0
hsa-miR-614, 0, 0
hsa-miR-615-3p, 0, 154.418140568021
hsa-miR-615-5p, 0, 35.6349555156972
hsa-miR-616-3p, 0, 0
hsa-miR-616-5p, 0, 26.7262166367729
hsa-miR-6165, 0, 0
hsa-miR-617, 0, 0
hsa-miR-618, 0, 41.5741147683134
hsa-miR-619-3p, 0, 0
hsa-miR-619-5p, 0, 0
hsa-miR-620, 0, 0
hsa-miR-621, 0, 0
hsa-miR-622, 0, 0
hsa-miR-623, 0, 0
hsa-miR-624-5p, 0, 0
hsa-miR-625-3p, 0, 23.7566370104648
hsa-miR-625-5p, 14.0773692212399, 59.391592526162
hsa-miR-626, 0, 0
hsa-miR-627-3p, 14.0773692212399, 8.9087388789243
hsa-miR-627-5p, 0, 62.3611721524701
hsa-miR-628-3p, 0, 14.8478981315405
hsa-miR-628-5p, 0, 11.8783185052324
hsa-miR-629-3p, 0, 0
hsa-miR-629-5p, 0, 26.7262166367729
hsa-miR-630, 0, 0
hsa-miR-631, 0, 0
hsa-miR-632, 0, 0
hsa-miR-633, 0, 0
hsa-miR-634, 0, 0
hsa-miR-635, 0, 0
hsa-miR-636, 0, 0
hsa-miR-637, 0, 0
hsa-miR-638, 0, 0
hsa-miR-639, 0, 0
hsa-miR-640, 0, 0
hsa-miR-641, 0, 11.8783185052324
hsa-miR-642a-3p, 0, 0
hsa-miR-642a-5p, 0, 0
hsa-miR-642b-3p, 0, 0
hsa-miR-642b-5p, 0, 0
hsa-miR-643, 0, 0
hsa-miR-644a, 0, 0
hsa-miR-645, 0, 0
hsa-miR-646, 0, 0
hsa-miR-647, 0, 0
hsa-miR-648, 0, 0
hsa-miR-649, 0, 0
hsa-miR-6499-3p, 0, 0
hsa-miR-6499-5p, 0, 0
hsa-miR-650, 0, 0
hsa-miR-6500-3p, 0, 0
hsa-miR-6500-5p, 0, 0
hsa-miR-6501-3p, 0, 0
hsa-miR-6501-5p, 0, 0
hsa-miR-6502-3p, 0, 0
hsa-miR-6502-5p, 0, 0
hsa-miR-6503-3p, 0, 0
hsa-miR-6503-5p, 0, 0
hsa-miR-6504-3p, 0, 0
hsa-miR-6504-5p, 0, 0
hsa-miR-6505-3p, 0, 0
hsa-miR-6505-5p, 0, 0
hsa-miR-6506-3p, 0, 0
hsa-miR-6506-5p, 0, 0
hsa-miR-6507-3p, 0, 0
hsa-miR-6507-5p, 0, 0
hsa-miR-6508-3p, 0, 0
hsa-miR-6508-5p, 0, 0
hsa-miR-6509-3p, 0, 0
hsa-miR-6509-5p, 0, 0
hsa-miR-651-3p, 0, 0
hsa-miR-651-5p, 0, 0
hsa-miR-6510-3p, 0, 0
hsa-miR-6510-5p, 0, 0
hsa-miR-6511a-3p, 0, 0
hsa-miR-6511a-5p, 0, 0
hsa-miR-6511b-3p, 0, 0
hsa-miR-6511b-5p, 0, 0
hsa-miR-6512-3p, 0, 0
hsa-miR-6512-5p, 0, 0
hsa-miR-6513-3p, 0, 0
hsa-miR-6513-5p, 0, 0
hsa-miR-6514-3p, 0, 0
hsa-miR-6514-5p, 0, 0
hsa-miR-6515-3p, 0, 0
hsa-miR-6515-5p, 0, 0
hsa-miR-6516-3p, 0, 0
hsa-miR-6516-5p, 0, 0
hsa-miR-652-3p, 70.3868461061997, 0
hsa-miR-652-5p, 0, 0
hsa-miR-653-3p, 0, 0
hsa-miR-653-5p, 0, 0
hsa-miR-654-3p, 0, 2387.54201955171
hsa-miR-654-5p, 0, 53.4524332735458
hsa-miR-655-3p, 0, 0
hsa-miR-655-5p, 0, 0
hsa-miR-656-3p, 0, 32.6653758893891
hsa-miR-656-5p, 0, 0
hsa-miR-657, 0, 0
hsa-miR-658, 0, 0
hsa-miR-659-3p, 0, 0
hsa-miR-659-5p, 0, 11.8783185052324
hsa-miR-660-3p, 0, 0
hsa-miR-660-5p, 232.276592150459, 118.783185052324
hsa-miR-661, 0, 0
hsa-miR-662, 0, 0
hsa-miR-663a, 0, 0
hsa-miR-663b, 0, 0
hsa-miR-664a-3p, 56.3094768849597, 8.9087388789243
hsa-miR-664a-5p, 0, 0
hsa-miR-664b-3p, 0, 0
hsa-miR-664b-5p, 0, 0
hsa-miR-665, 0, 26.7262166367729
hsa-miR-668-3p, 0, 5.9391592526162
hsa-miR-668-5p, 0, 0
hsa-miR-670-3p, 0, 0
hsa-miR-670-5p, 0, 0
hsa-miR-671-3p, 56.3094768849597, 296.95796263081
hsa-miR-671-5p, 0, 0
hsa-miR-6715a-3p, 0, 0
hsa-miR-6715b-3p, 0, 0
hsa-miR-6715b-5p, 0, 0
hsa-miR-6716-3p, 0, 0
hsa-miR-6716-5p, 0, 0
hsa-miR-6717-5p, 0, 0
hsa-miR-6718-5p, 0, 0
hsa-miR-6719-3p, 0, 0
hsa-miR-6720-3p, 0, 0
hsa-miR-6720-5p, 0, 0
hsa-miR-6721-5p, 0, 0
hsa-miR-6722-3p, 0, 0
hsa-miR-6722-5p, 0, 0
hsa-miR-6723-5p, 0, 0
hsa-miR-6724-5p, 0, 0
hsa-miR-6726-3p, 0, 0
hsa-miR-6726-5p, 0, 0
hsa-miR-6727-3p, 0, 0
hsa-miR-6727-5p, 0, 0
hsa-miR-6728-3p, 0, 0
hsa-miR-6728-5p, 0, 0
hsa-miR-6729-3p, 0, 0
hsa-miR-6729-5p, 0, 0
hsa-miR-6730-3p, 0, 0
hsa-miR-6730-5p, 0, 0
hsa-miR-6731-3p, 0, 0
hsa-miR-6731-5p, 0, 0
hsa-miR-6732-3p, 0, 0
hsa-miR-6732-5p, 0, 0
hsa-miR-6733-3p, 0, 0
hsa-miR-6733-5p, 0, 0
hsa-miR-6734-3p, 0, 0
hsa-miR-6734-5p, 0, 0
hsa-miR-6735-3p, 0, 0
hsa-miR-6735-5p, 0, 0
hsa-miR-6736-3p, 0, 0
hsa-miR-6736-5p, 0, 0
hsa-miR-6737-3p, 0, 0
hsa-miR-6737-5p, 0, 0
hsa-miR-6738-3p, 0, 0
hsa-miR-6738-5p, 0, 0
hsa-miR-6739-3p, 0, 0
hsa-miR-6739-5p, 0, 0
hsa-miR-6740-3p, 0, 0
hsa-miR-6740-5p, 0, 0
hsa-miR-6741-3p, 0, 0
hsa-miR-6741-5p, 0, 0
hsa-miR-6742-3p, 0, 0
hsa-miR-6742-5p, 0, 0
hsa-miR-6743-3p, 0, 0
hsa-miR-6743-5p, 0, 0
hsa-miR-6744-3p, 0, 0
hsa-miR-6744-5p, 0, 0
hsa-miR-6745, 0, 0
hsa-miR-6746-3p, 0, 0
hsa-miR-6746-5p, 0, 0
hsa-miR-6747-3p, 0, 0
hsa-miR-6747-5p, 0, 0
hsa-miR-6748-3p, 0, 0
hsa-miR-6748-5p, 0, 0
hsa-miR-6749-3p, 0, 0
hsa-miR-6749-5p, 0, 0
hsa-miR-675-3p, 0, 0
hsa-miR-675-5p, 0, 0
hsa-miR-6750-3p, 0, 0
hsa-miR-6750-5p, 0, 0
hsa-miR-6751-3p, 0, 0
hsa-miR-6751-5p, 0, 0
hsa-miR-6752-3p, 0, 0
hsa-miR-6752-5p, 0, 0
hsa-miR-6753-3p, 0, 0
hsa-miR-6753-5p, 0, 0
hsa-miR-6754-3p, 0, 0
hsa-miR-6754-5p, 0, 0
hsa-miR-6755-3p, 0, 0
hsa-miR-6755-5p, 0, 0
hsa-miR-6756-3p, 0, 0
hsa-miR-6756-5p, 0, 0
hsa-miR-6757-3p, 0, 0
hsa-miR-6757-5p, 0, 0
hsa-miR-6758-3p, 0, 0
hsa-miR-6758-5p, 0, 0
hsa-miR-6759-3p, 0, 0
hsa-miR-6759-5p, 0, 0
hsa-miR-676-3p, 0, 0
hsa-miR-676-5p, 0, 0
hsa-miR-6760-3p, 0, 0
hsa-miR-6760-5p, 0, 0
hsa-miR-6761-3p, 0, 0
hsa-miR-6761-5p, 0, 0
hsa-miR-6762-3p, 0, 0
hsa-miR-6762-5p, 0, 0
hsa-miR-6763-3p, 0, 0
hsa-miR-6763-5p, 0, 0
hsa-miR-6764-3p, 0, 0
hsa-miR-6764-5p, 0, 0
hsa-miR-6765-3p, 0, 0
hsa-miR-6765-5p, 0, 0
hsa-miR-6766-3p, 0, 0
hsa-miR-6766-5p, 0, 0
hsa-miR-6767-3p, 0, 0
hsa-miR-6767-5p, 0, 0
hsa-miR-6768-3p, 0, 0
hsa-miR-6768-5p, 0, 0
hsa-miR-6769a-3p, 0, 0
hsa-miR-6769a-5p, 0, 0
hsa-miR-6769b-3p, 0, 0
hsa-miR-6769b-5p, 0, 0
hsa-miR-6770-3p, 0, 0
hsa-miR-6770-5p, 0, 0
hsa-miR-6771-3p, 0, 0
hsa-miR-6771-5p, 0, 0
hsa-miR-6772-3p, 0, 0
hsa-miR-6772-5p, 0, 0
hsa-miR-6773-3p, 0, 0
hsa-miR-6773-5p, 0, 0
hsa-miR-6774-3p, 0, 0
hsa-miR-6774-5p, 0, 0
hsa-miR-6775-3p, 0, 0
hsa-miR-6775-5p, 0, 0
hsa-miR-6776-3p, 0, 0
hsa-miR-6776-5p, 0, 0
hsa-miR-6777-3p, 0, 0
hsa-miR-6777-5p, 0, 0
hsa-miR-6778-3p, 0, 0
hsa-miR-6778-5p, 0, 0
hsa-miR-6779-3p, 0, 0
hsa-miR-6779-5p, 0, 0
hsa-miR-6780a-3p, 0, 0
hsa-miR-6780a-5p, 0, 8.9087388789243
hsa-miR-6780b-3p, 0, 0
hsa-miR-6780b-5p, 0, 0
hsa-miR-6781-3p, 0, 0
hsa-miR-6781-5p, 0, 0
hsa-miR-6782-3p, 0, 0
hsa-miR-6782-5p, 0, 0
hsa-miR-6783-3p, 0, 0
hsa-miR-6783-5p, 0, 0
hsa-miR-6784-3p, 0, 0
hsa-miR-6784-5p, 0, 0
hsa-miR-6785-3p, 0, 0
hsa-miR-6785-5p, 0, 0
hsa-miR-6786-3p, 0, 0
hsa-miR-6786-5p, 0, 0
hsa-miR-6787-3p, 0, 0
hsa-miR-6787-5p, 0, 0
hsa-miR-6788-3p, 0, 0
hsa-miR-6788-5p, 0, 0
hsa-miR-6789-3p, 0, 0
hsa-miR-6789-5p, 0, 0
hsa-miR-6790-3p, 0, 0
hsa-miR-6790-5p, 0, 0
hsa-miR-6791-3p, 0, 0
hsa-miR-6791-5p, 0, 0
hsa-miR-6792-3p, 0, 0
hsa-miR-6792-5p, 0, 0
hsa-miR-6793-3p, 0, 0
hsa-miR-6793-5p, 0, 0
hsa-miR-6794-3p, 0, 0
hsa-miR-6794-5p, 0, 0
hsa-miR-6795-3p, 0, 0
hsa-miR-6795-5p, 0, 0
hsa-miR-6796-3p, 0, 0
hsa-miR-6796-5p, 0, 0
hsa-miR-6797-3p, 0, 0
hsa-miR-6797-5p, 0, 0
hsa-miR-6798-3p, 0, 0
hsa-miR-6798-5p, 0, 0
hsa-miR-6799-3p, 0, 0
hsa-miR-6799-5p, 0, 0
hsa-miR-6800-3p, 0, 0
hsa-miR-6800-5p, 0, 0
hsa-miR-6801-3p, 0, 0
hsa-miR-6801-5p, 0, 0
hsa-miR-6802-3p, 0, 0
hsa-miR-6802-5p, 0, 0
hsa-miR-6803-3p, 0, 0
hsa-miR-6803-5p, 0, 0
hsa-miR-6804-3p, 0, 0
hsa-miR-6804-5p, 0, 0
hsa-miR-6805-3p, 0, 0
hsa-miR-6805-5p, 0, 0
hsa-miR-6806-3p, 0, 0
hsa-miR-6806-5p, 0, 0
hsa-miR-6807-3p, 0, 0
hsa-miR-6807-5p, 0, 0
hsa-miR-6808-3p, 0, 0
hsa-miR-6808-5p, 0, 0
hsa-miR-6809-3p, 0, 0
hsa-miR-6809-5p, 0, 0
hsa-miR-6810-3p, 0, 0
hsa-miR-6810-5p, 0, 0
